주차장관리번호	주차장명	주차장구분	주차장유형	소재지지번주소	소재지도로명주소	소재지(시도)	주차구획수	급지구분	부제시행구분	운영요일	평일운영시작시각	평일운영종료시각	토요일운영시작시각	토요일운영종료시각	공휴일운영시작시각	공휴일운영종료시각	요금정보	주차기본시간	주차기본요금	추가단위시간	추가단위요금	1일주차권요금적용시간	1일주차권요금	월정기권요금	결제방법	특기사항	관리기관명	연락처	위도(WGS84좌표)	경도(WGS84좌표)	데이터기준일자	위도	경도	데이터작성일자	주말운영시작시각	주말운영종료시각	토요일운영종료시각\	1일주차권요금적용시간\	1일주차권	관리기관	경도도(WGS84좌표)
000-1-000050	신월2동 복개	공영	노상	서울특별시 양천구 신월동 503-3		서울특별시	10	3	미시행	평일+토요일	09:00	19:00	09:00	13:00			혼합	10	300	10	300			40000	현금+신용카드		서울특별시 양천구청 교통지도과				2016-06-30	37.523312	126.850215								
000-1-000051	신월5동 복개	공영	노상	서울특별시 양천구 신월동 53-2		서울특별시	63	3	미시행	평일+토요일	09:00	19:00	09:00	13:00			혼합	10	300	10	300			70000	현금+신용카드		서울특별시 양천구청 교통지도과				2016-06-30	37.538992	126.827039								
000-1-000052	신정3동 학마을	공영	노상	서울특별시 양천구 신정동 857-3		서울특별시	31	3	미시행	평일+토요일	09:00	19:00	09:00	13:00			혼합	10	300	10	300			40000	현금+신용카드		서울특별시 양천구청 교통지도과				2016-06-30	37.506571	126.844314								
124-3-000001	강동구청	공영	부설	서울특별시 강동구 성내동 540번지	서울특별시 강동구 성내로 25(성내동)	서울특별시	126	기타	미시행	평일+토요일+공휴일	9:00	21:00	9:00	21:00	9:00	21:00	혼합	30	1000	30	1000				현금+신용카드	"""1. 평일 09:00~18:00(시간제)  18:00~21:00(3,000원/1회) 2. 토요일,공휴일 09:00~21:00(3,000원/1일, 1회방문)"""	강동구도시관리공단	02-486-1565			2016-10-17	37.530126	127.1237708								
124-3-000002	보건소	공영	부설	서울특별시 강동구 성내동 541-1번지	서울특별시 강동구 성내로 45(성내동)	서울특별시	46	기타	미시행	평일+토요일+공휴일	9:00	21:00	9:00	21:00	9:00	21:00	혼합	30	1000	30	1000				현금+신용카드	"""1. 평일 09:00~18:00(시간제)  18:00~21:00(3,000원/1회) 2. 토요일,공휴일  09:00~21:00(3,000원/1일, 1회방문)"""	강동구도시관리공단	02-472-0703			2016-10-17	37.5293107	127.1255532								
124-3-000004	선사주거지	공영	부설	서울특별시 강동구 암사동 139-2번지	서울특별시 강동구 올림픽로 875(암사동)	서울특별시	108	기타	미시행	평일+토요일+공휴일	9:00	18:00	9:00	18:00	9:00	18:00	유료	0	2000	0	2000				현금+신용카드	"""1. 매주 월요일 휴무 2. 경차 : 1,000, 소형차 : 2,000, 대형차 : 4,000 3. 월요일이 공휴일일경우 공휴일이 끝나는 익일 휴무"""	강동구도시관리공단	02-481-6599			2016-10-17	37.5591311	127.1303904								
124-3-000005	강동아트센터	공영	부설	서울특별시 강동구 상일동477번지	서울특별시 강동구 동남로 870(상일동)	서울특별시	227	기타	미시행	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	유료	10	500	10	500	300		90000	현금+신용카드	"""1. 공연, 전시 관람객 : 5시간 3,000  2. 정기권은 아트센터 행사 진행시 통제로 주차가 불가능 할수 있음"""	강동구도시관리공단	02-440-0591			2016-10-17	37.5512143	127.1573681								
124-2-000001	해공	공영	노외	서울특별시 강동구 천호동 404-1번지	서울특별시 강동구 구천면로 29길 11(천호동)	서울특별시	342	3	미시행	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	유료	5	150	5	150			98000	현금+신용카드		강동구도시관리공단	02-470-0988			2016-10-17	37.5410986	127.1288048								
124-2-000002	천호유수지	공영	노외	서울특별시 강동구 천호동329번지	서울특별시 강동구 선사로70 (천호동)	서울특별시	178	4	미시행	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	유료	5	100	5	100			70000	현금+신용카드		강동구도시관리공단	02-473-3124			2016-10-17	37.5444649	127.1213544								
124-2-000003	천호1동	공영	노외	서울특별시 강동구 천호동 87-26번지	서울특별시 강동구 구천면로42길 60(천호동)	서울특별시	192	3	미시행	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	유료	5	150	5	150			90000	현금+신용카드		강동구도시관리공단	02-487-0073			2016-10-17	37.5449888	127.1362629								
124-2-000004	천호3동	공영	노외	서울특별시 강동구 천호동 167-195번지	서울특별시 강동구 진황도로29길 34(천호동)	서울특별시	189	3	미시행	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	유료	5	150	5	150			80000	현금+신용카드		강동구도시관리공단	02-472-0066			2016-10-17	37.5391304	127.1332852								
124-2-000006	안말	공영	노외	서울특별시 강동구 성내동 512번지	서울특별시 강동구 풍성로45길 11(성내동)	서울특별시	174	3	미시행	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	유료	5	150	5	150			90000	현금+신용카드		강동구도시관리공단	02-482-3194			2016-10-17	37.5312555	127.1299217								
124-2-000007	암사1동	공영	노외	서울특별시 강동구 암사동 산 59-2번지	서울특별시 강동구 고덕로 28길 36(암사동)	서울특별시	112	3	미시행	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	유료	5	150	5	150			80000	현금+신용카드		강동구도시관리공단	02-428-2431			2016-10-17	37.5526841	127.1380091								
124-2-000008	천호2동	공영	노외	서울특별시 강동구 천호동 457-58번지	서울특별시 강동구 천호대로151길25(천호동)	서울특별시	13	2	미시행	평일+토요일+공휴일	9:00	20:00	9:00	20:00	9:00	20:00	유료	5	250	5	250				현금+신용카드		강동구도시관리공단	02-478-6147			2016-10-17	37.5402033	127.1229663								
124-2-000010	강일동	공영	노외	서울특별시 강동구 강일동 665-4번지	서울특별시 강동구 아리수로91길 54(강일동)	서울특별시	81	3	미시행	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	유료	5	150	5	150			80000	현금+신용카드		강동구도시관리공단	02-427-6124			2016-10-17	37.5660191	127.1723438								
124-2-000011	명일동	공영	노외	서울특별시 강동구 명일동 312-250번지	서울특별시 강동구 구천면로 395(명일동)	서울특별시	253	2	미시행	평일+토요일+공휴일	0:00	0:00	0:00	0:00	0:00	0:00	유료	5	250	5	250			100000	현금+신용카드		강동구도시관리공단	02-442-6124			2016-10-17	37.5510439	127.1429173								
124-1-000001	주양쇼핑옆	공영	노상	서울특별시 강동구 명일동 48번지	서울특별시 강동구 고덕로62길(명일동)	서울특별시	45	2	미시행	평일+토요일	9:00	19:00	9:00	15:00	사용불가	사용불가	유료	5	250	5	250				현금+신용카드	운영시간외 주거지주차로 운영	강동구도시관리공단	02-478-6147			2016-10-17	37.5529667	127.153075								
124-1-000002	주양쇼핑앞	공영	노상	서울특별시 강동구 명일동 54번지	서울특별시 강동구 동남로71길(명일동)	서울특별시	50	2	미시행	평일+토요일	9:00	19:00	9:00	15:00	사용불가	사용불가	유료	5	250	5	250				현금+신용카드	운영시간외 주거지주차로 운영	강동구도시관리공단	02-478-6147			2016-10-17	37.551799	127.1547143								
124-1-000003	강동구청옆	공영	노상	서울특별시 강동구 성내동 537-16번지	서울특별시 강동구 성내로5길(성내동)	서울특별시	11	2	미시행	평일+토요일	9:00	19:00	9:00	15:00	사용불가	사용불가	유료	5	250	5	250				현금+신용카드	운영시간외 주거지주차로 운영	강동구도시관리공단	02-478-6147			2016-10-17	37.5301156	127.1231874								
124-1-000004	천호2동제2	공영	노상	서울특별시 강동구 천호동 432-10번지	서울특별시 강동구 천호대로151길(천호동)	서울특별시	7	2	미시행	평일+토요일+공휴일	9:00	20:00	9:00	20:00	9:00	20:00	유료	5	250	5	250				현금+신용카드	-	강동구도시관리공단	02-478-6147			2016-10-17	37.540005	127.1229042								
124-1-000005	강일동	공영	노상	서울특별시 강동구 강일동 678번지	서울특별시 강동구 아리수로93길 9-14일대 (강일동)	서울특별시	48	2	미시행	평일+토요일	9:00	19:00	9:00	15:00	사용불가	사용불가	유료	5	250	5	250				현금+신용카드	운영시간외 주거지주차로 운영	강동구도시관리공단	02-478-6147			2016-10-17	37.5654025	127.1734463								
124-3-00001	강동구청 주차장	공영	부설	서울특별시 강동구 성내동 540	서울특별시 강동구 성내로 25(성내동)	서울특별시	91	-	미시행	평일+토요일+공휴일	09:00	21:00	09:00	21:00	09:00	21:00	유료	30	-	-	-	-	-	-	"현금,신용카드"	"1. 평일 09:00~18:00(시간제)   18:00~21:00(3,000원/1회)2. 토요일,공휴일   09:00~21:00   3,000원/1일, 1회방문3. 최초 30분 무료"	서울특별시 강동구도시관리공단	02-486-1565			2015-08-31	37.530126	127.1237708								
124-3-00002	보건소 주차장	공영	부설	서울특별시 강동구 성내동 541-2	서울특별시 강동구 성내로 45(성내동)	서울특별시	46	-	미시행	평일+토요일+공휴일	09:00	21:00	09:00	21:00	09:00	21:00	유료	30	-	-	-	-	-	-	"현금,신용카드"	"1. 평일   09:00~18:00(시간제)   18:00~21:00(3,000원/1회)2. 토요일,공휴일   09:00~21:00   3,000원/1일, 1회방문3. 최초 30분 무료4. 민원여권과 방문시 60분 무료    (민원여권과 도장 날인)"	서울특별시 강동구도시관리공단	02-472-0703			2015-08-31	37.5293107	127.1255532								
124-3-00004	암사동 유적 주차장	공영	부설	서울특별시 강동구 암사2동 139-2	서울특별시 강동구 올림픽로 875(암사동)	서울특별시	108	-	미시행	평일+토요일+공휴일	09:00	18:00	09:00	18:00	09:00	18:00	유료		-	-	-	09:00 ~ 18:00	"2,000"	-	"현금,신용카드"	"1. 매주 월요일 휴무2. 경차 : 1,000, 소형차 : 2,000, 대형차 : 4,000"	서울특별시 강동구도시관리공단	02-481-6599			2015-08-31	37.5591311	127.1303904								
124-3-00005	강동아트센터 주차장	공영	부설	서울특별시 강동구 상일동 477	서울특별시 강동구 동남로 870(상일동)	서울특별시	227	-	미시행	평일+토요일+공휴일	0:00	24:00	00:00	24:00	00:00	24:00	유료	-	-	-	-	00:00 ~ 24:00	"15,000"	"90,000"	"현금,신용카드"	"1. 공연, 전시 관람객 : 5시간 3,0002. 전일 : 90,000, 주간 : 50,000, 야간 : 40,000   (아트센터 행사 진행시 통제로 주차가 불가능 할수 있음)3. 강동아트센터 자체 통제로 새벽(23:00~06:00) 입출차 불가"	서울특별시 강동구도시관리공단	02-440-0591			2015-08-31	37.5512143	127.1573681								
124-2-00001	해공 주차장	공영	노외	서울특별시 강동구 천호동 404-1	서울특별시 강동구 구천면로 29길 11(천호동)	서울특별시	342	3	미시행	평일+토요일+공휴일	00:00	24:00	00:00	24:00	00:00	24:00	유료	-	-	-	-	-	-	"98,000"	신용카드	"전일 : 98,000, 주간 : 62,000, 야간 : 36,000"	서울특별시 강동구도시관리공단	02-470-0988			2015-08-31	37.5410986	127.1288048								
124-2-00002	천호유수지 주차장	공영	노외	서울특별시 강동구 천호2동 329	서울특별시 강동구 선사로70 (천호동)	서울특별시	178	4	미시행	평일+토요일+공휴일	00:00	24:00	00:00	24:00	00:00	24:00	유료	-	-	-	-	-	-	"70,000"	신용카드	"전일 : 70,000, 주간 : 45,000, 야간 : 25,000"	서울특별시 강동구도시관리공단	02-473-3124			2015-08-31	37.5444649	127.1213544								
124-2-00003	천호1동 주차장	공영	노외	서울특별시 천호동 221-3	서울특별시 강동구 구천면로42길 60(천호동)	서울특별시	192	3	미시행	평일+토요일+공휴일	00:00	24:00	00:00	24:00	00:00	24:00	유료	-	-	-	-	-	-	"90,000"	신용카드	"전일 : 90,000, 주간 : 50,000, 야간 : 40,000"	서울특별시 강동구도시관리공단	02-487-0073			2015-08-31	37.5449888	127.1362629								
124-2-00004	천호3동 주차장	공영	노외	서울특별시 천호3동 167-195	서울특별시 강동구 진황도로29길 34(천호동)	서울특별시	190	3	미시행	평일+토요일+공휴일	00:00	24:00	00:00	24:00	00:00	24:00	유료	-	-	-	-	-	-	"80,000"	신용카드	"전일 : 80,000, 주간 : 50,000, 야간 : 40,000"	서울특별시 강동구도시관리공단	02-472-0066			2015-08-31	37.5391304	127.1332852								
124-2-00006	안말 주차장	공영	노외	서울특별시 강동구 성내동 512	서울특별시 강동구 풍성로45길 11(성내동)	서울특별시	174	3	미시행	평일+토요일+공휴일	00:00	24:00	00:00	24:00	00:00	24:00	유료	-	-	-	-	-	-	"90,000"	신용카드	"전일 : 90,000, 주간 : 50,000, 야간 : 40,000"	서울특별시 강동구도시관리공단	02-482-3194			2015-08-31	37.5312555	127.1299217								
124-2-00007	암사1동 주차장	공영	노외	서울특별시 강동구 암사1동 산59-2	서울특별시 강동구 고덕로 28길 36(암사동)	서울특별시	112	3	미시행	평일+토요일+공휴일	00:00	24:00	00:00	24:00	00:00	24:00	유료	-	-	-	-	-	-	"80,000"	신용카드	"전일 : 80,000, 주간 : 50,000, 야간 : 40,000"	서울특별시 강동구도시관리공단	02-428-2431			2015-08-31	37.5526841	127.1380091								
124-2-00008	천호2동 주차장	공영	노외	서울특별시 강동구 천호동 457-7	서울특별시 강동구 천호대로151길25(천호동)	서울특별시	13	2	미시행	평일+토요일+공휴일	09:00	20:00	09:00	20:00	09:00	20:00	유료	-	-	-	-	-	-	-	"현금,신용카드"	-	서울특별시 강동구도시관리공단	02-478-6147			2015-08-31	37.5402033	127.1229663								
124-2-00009	천호3동제2 주차장	공영	노외	서울특별시 강동구 천호동 174-1	서울특별시 강동구 성안로31마길 3(천호동)	서울특별시	92	3	미시행	평일+토요일+공휴일	00:00	24:00	00:00	24:00	00:00	24:00	유료	-	-	-	-	-	-	"80,000"	신용카드	"전일 : 80,000, 주간 : 50,000, 야간 : 40,000"	서울특별시 강동구도시관리공단	02-478-0101			2015-08-31	37.5408551	127.1339355								
124-2-00010	강일동 주차장	공영	노외	서울특별시 강동구 강일동 292-2	서울특별시 강동구 아리수로91길 54(강일동)	서울특별시	82	3	미시행	평일+토요일+공휴일	00:00	24:00	00:00	24:00	00:00	24:00	유료	-	-	-	-	-	-	"80,000"	신용카드	"전일 : 80,000, 주간 : 50,000, 야간 : 40,000"	서울특별시 강동구도시관리공단	02-427-6124			2015-08-31	37.5660191	127.1723438								
